ID,Name_allTime,Name_night,Name_day,Name_peak,all_h,nightTime_h,dayTime_h,peakTime_h,GA_ID
14438,Qingpu,Qingpu,Songjiang,Songjiang,24.0,12.0,8.0,4.0,2838
14439,Shanghai Proper,Baoshan,Shanghai Proper,Shanghai Proper,24.0,12.0,8.0,4.0,2839
14440,Shanghai Proper,Baoshan,Shanghai Proper,Shanghai Proper,24.0,12.0,8.0,4.0,2840
14441,Pudong New,Pudong New,Pudong New,Pudong New,6.0,2.0,2.0,1.0,2841
14442,Shanghai Proper,Baoshan,Shanghai Proper,Shanghai Proper,23.0,12.0,8.0,4.0,2842
14443,Baoshan,Baoshan,Shanghai Proper,Shanghai Proper,23.0,12.0,8.0,4.0,2843
14444,Pudong New,Baoshan,Pudong New,Baoshan,24.0,12.0,8.0,4.0,2844
14445,Shanghai Proper,Baoshan,Shanghai Proper,Shanghai Proper,24.0,12.0,8.0,4.0,2845
14446,Baoshan,Baoshan,Shanghai Proper,Shanghai Proper,23.0,11.0,8.0,4.0,2846
14447,Shanghai Proper,Baoshan,Shanghai Proper,Shanghai Proper,24.0,12.0,8.0,4.0,2847
14448,Shanghai Proper,Shanghai Proper,Shanghai Proper,Shanghai Proper,19.0,10.0,6.0,3.0,2848
14449,Shanghai Proper,Baoshan,Shanghai Proper,Baoshan,24.0,12.0,8.0,4.0,2849
14450,Baoshan,Baoshan,Shanghai Proper,Pudong New,23.0,12.0,8.0,4.0,2850
14451,Pudong New,Pudong New,Pudong New,Pudong New,24.0,12.0,8.0,4.0,2851
14452,Baoshan,Shanghai Proper,Baoshan,Baoshan,24.0,12.0,8.0,4.0,2852
14453,Shanghai Proper,Baoshan,Shanghai Proper,Shanghai Proper,24.0,12.0,8.0,4.0,2853
14454,Shanghai Proper,Shanghai Proper,Shanghai Proper,Shanghai Proper,24.0,12.0,8.0,4.0,2854
14455,Shanghai Proper,Baoshan,Shanghai Proper,Shanghai Proper,24.0,12.0,8.0,4.0,2855
14456,Pudong New,Pudong New,Pudong New,Pudong New,23.0,12.0,8.0,4.0,2856
14458,Baoshan,Baoshan,Baoshan,Baoshan,21.0,10.0,8.0,4.0,2857
14459,Shanghai Proper,Shanghai Proper,Shanghai Proper,Shanghai Proper,24.0,12.0,8.0,4.0,2858
14460,Shanghai Proper,Shanghai Proper,Shanghai Proper,Shanghai Proper,24.0,12.0,8.0,4.0,2859
14461,Pudong New,Pudong New,Pudong New,Pudong New,24.0,12.0,8.0,4.0,2860
14462,Shanghai Proper,Baoshan,Shanghai Proper,Shanghai Proper,24.0,12.0,8.0,4.0,2861
14463,Shanghai Proper,Baoshan,Shanghai Proper,Shanghai Proper,24.0,12.0,8.0,4.0,2862
14464,Songjiang,Songjiang,Minhang,Shanghai Proper,24.0,12.0,8.0,4.0,2863
14465,Pudong New,Pudong New,Shanghai Proper,Pudong New,24.0,12.0,8.0,4.0,2864
14466,Shanghai Proper,Baoshan,Shanghai Proper,Shanghai Proper,23.0,12.0,8.0,4.0,2865
14467,Shanghai Proper,Jiading,Shanghai Proper,Shanghai Proper,24.0,12.0,8.0,4.0,2866
14468,Minhang,Minhang,Minhang,Minhang,24.0,12.0,8.0,4.0,2867
14469,Jiading,Jiading,Jiading,Jiading,24.0,12.0,8.0,4.0,2868
14470,Baoshan,Baoshan,Baoshan,Baoshan,24.0,12.0,8.0,4.0,2869
14471,Shanghai Proper,Shanghai Proper,Shanghai Proper,Shanghai Proper,24.0,12.0,8.0,4.0,2870
14472,Shanghai Proper,Shanghai Proper,Shanghai Proper,Shanghai Proper,24.0,12.0,8.0,4.0,2871
14473,Shanghai Proper,Shanghai Proper,Shanghai Proper,Shanghai Proper,23.0,12.0,8.0,4.0,2872
14474,Pudong New,Pudong New,Shanghai Proper,Shanghai Proper,24.0,12.0,8.0,4.0,2873
14475,Baoshan,Baoshan,Shanghai Proper,Baoshan,23.0,12.0,8.0,4.0,2874
14476,Baoshan,Baoshan,Shanghai Proper,Baoshan,24.0,12.0,8.0,4.0,2875
14477,Pudong New,Pudong New,Shanghai Proper,Shanghai Proper,16.0,8.0,5.0,3.0,2876
14479,Shanghai Proper,Baoshan,Shanghai Proper,Baoshan,24.0,12.0,8.0,4.0,2877
14480,Shanghai Proper,Shanghai Proper,Shanghai Proper,Shanghai Proper,23.0,12.0,8.0,4.0,2878
14481,Shanghai Proper,Shanghai Proper,Shanghai Proper,Shanghai Proper,19.0,8.0,7.0,3.0,2879
14482,Shanghai Proper,Baoshan,Pudong New,Shanghai Proper,23.0,12.0,8.0,4.0,2880
14483,Baoshan,Baoshan,Pudong New,Shanghai Proper,22.0,12.0,7.0,3.0,2881
14484,Shanghai Proper,Shanghai Proper,Shanghai Proper,Shanghai Proper,24.0,12.0,8.0,4.0,2882
14485,Shanghai Proper,Baoshan,Shanghai Proper,Shanghai Proper,23.0,12.0,8.0,4.0,2883
14486,Shanghai Proper,Shanghai Proper,Shanghai Proper,Shanghai Proper,23.0,12.0,8.0,4.0,2884
14487,Baoshan,Baoshan,Shanghai Proper,Baoshan,23.0,12.0,8.0,4.0,2885
14488,Shanghai Proper,Shanghai Proper,Shanghai Proper,Shanghai Proper,23.0,12.0,8.0,4.0,2886
14489,Shanghai Proper,Shanghai Proper,Shanghai Proper,Shanghai Proper,24.0,12.0,8.0,4.0,2887
14490,Shanghai Proper,Shanghai Proper,Shanghai Proper,Shanghai Proper,23.0,12.0,8.0,4.0,2888
14491,Shanghai Proper,Shanghai Proper,Shanghai Proper,Shanghai Proper,24.0,12.0,8.0,4.0,2889
14492,Shanghai Proper,Shanghai Proper,Shanghai Proper,Shanghai Proper,24.0,12.0,8.0,4.0,2890
14493,Baoshan,Baoshan,Baoshan,Baoshan,24.0,12.0,8.0,4.0,2891
14494,Shanghai Proper,Jiading,Shanghai Proper,Jiading,24.0,12.0,8.0,4.0,2892
14495,Baoshan,Baoshan,Baoshan,Baoshan,24.0,12.0,8.0,4.0,2893
14496,Shanghai Proper,Shanghai Proper,Shanghai Proper,Shanghai Proper,23.0,11.0,8.0,4.0,2894
14497,Shanghai Proper,Shanghai Proper,Shanghai Proper,Shanghai Proper,24.0,12.0,8.0,4.0,2895
14498,Shanghai Proper,Shanghai Proper,Shanghai Proper,Shanghai Proper,23.0,12.0,7.0,4.0,2896
14500,Shanghai Proper,Shanghai Proper,Shanghai Proper,Shanghai Proper,24.0,12.0,8.0,4.0,2897
14501,Minhang,Minhang,Minhang,Minhang,24.0,12.0,8.0,4.0,2898
14502,Shanghai Proper,Fenxian,Shanghai Proper,Shanghai Proper,23.0,12.0,8.0,4.0,2899
14503,Songjiang,Songjiang,Songjiang,Songjiang,18.0,10.0,5.0,3.0,2900
14504,Minhang,Minhang,Minhang,Minhang,24.0,12.0,8.0,4.0,2901
14505,Fenxian,Fenxian,Fenxian,Fenxian,24.0,12.0,8.0,4.0,2902
14506,Fenxian,Fenxian,Fenxian,Fenxian,24.0,12.0,8.0,4.0,2903
14507,Baoshan,Baoshan,Shanghai Proper,Baoshan,24.0,12.0,8.0,4.0,2904
14508,Fenxian,Fenxian,Minhang,Fenxian,23.0,12.0,8.0,4.0,2905
14509,Minhang,Minhang,Minhang,Minhang,23.0,12.0,7.0,4.0,2906
14510,Fenxian,Fenxian,Minhang,Minhang,23.0,12.0,8.0,4.0,2907
14511,Minhang,Minhang,Minhang,Minhang,23.0,11.0,8.0,4.0,2908
14512,Minhang,Minhang,Minhang,Minhang,24.0,12.0,8.0,4.0,2909
14513,Shanghai Proper,Shanghai Proper,Shanghai Proper,Shanghai Proper,24.0,12.0,8.0,4.0,2910
14514,Minhang,Minhang,Minhang,Minhang,23.0,12.0,8.0,4.0,2911
14515,Minhang,Minhang,Shanghai Proper,Minhang,24.0,12.0,8.0,4.0,2912
14516,Minhang,Minhang,Minhang,Minhang,24.0,12.0,8.0,4.0,2913
14517,Shanghai Proper,Baoshan,Shanghai Proper,Pudong New,23.0,12.0,7.0,4.0,2914
14518,Baoshan,Baoshan,Shanghai Proper,Shanghai Proper,24.0,12.0,8.0,4.0,2915
14519,Shanghai Proper,Shanghai Proper,Shanghai Proper,Shanghai Proper,22.0,11.0,7.0,3.0,2916
14520,Shanghai Proper,Shanghai Proper,Shanghai Proper,Shanghai Proper,24.0,12.0,8.0,4.0,2917
14521,Shanghai Proper,Baoshan,Shanghai Proper,Shanghai Proper,24.0,12.0,8.0,4.0,2918
14522,Shanghai Proper,Shanghai Proper,Shanghai Proper,Shanghai Proper,24.0,12.0,8.0,4.0,2919
14523,Pudong New,Pudong New,Shanghai Proper,Shanghai Proper,23.0,12.0,8.0,4.0,2920
14524,Baoshan,Baoshan,Shanghai Proper,Shanghai Proper,24.0,12.0,8.0,4.0,2921
14525,Shanghai Proper,Shanghai Proper,Shanghai Proper,Shanghai Proper,24.0,12.0,8.0,4.0,2922
14526,Shanghai Proper,Shanghai Proper,Shanghai Proper,Shanghai Proper,24.0,12.0,8.0,4.0,2923
14527,Pudong New,Pudong New,Pudong New,Pudong New,24.0,12.0,8.0,4.0,2924
14528,Shanghai Proper,Shanghai Proper,Shanghai Proper,Shanghai Proper,24.0,12.0,8.0,4.0,2925
14529,Baoshan,Baoshan,Pudong New,Shanghai Proper,22.0,11.0,8.0,4.0,2926
14530,Shanghai Proper,Shanghai Proper,Shanghai Proper,Shanghai Proper,24.0,12.0,8.0,4.0,2927
14531,Shanghai Proper,Shanghai Proper,Shanghai Proper,Shanghai Proper,24.0,12.0,8.0,4.0,2928
14532,Pudong New,Pudong New,Pudong New,Pudong New,24.0,12.0,8.0,4.0,2929
14533,Shanghai Proper,Shanghai Proper,Shanghai Proper,Shanghai Proper,23.0,12.0,8.0,4.0,2930
14534,Shanghai Proper,Shanghai Proper,Shanghai Proper,Shanghai Proper,20.0,10.0,7.0,3.0,2931
14535,Shanghai Proper,Shanghai Proper,Shanghai Proper,Shanghai Proper,22.0,12.0,7.0,4.0,2932
14536,Baoshan,Baoshan,Pudong New,Shanghai Proper,24.0,12.0,8.0,4.0,2933
14537,Shanghai Proper,Shanghai Proper,Shanghai Proper,Shanghai Proper,24.0,12.0,8.0,4.0,2934
14538,Shanghai Proper,Shanghai Proper,Shanghai Proper,Shanghai Proper,24.0,12.0,8.0,4.0,2935
14539,Shanghai Proper,Shanghai Proper,Shanghai Proper,Shanghai Proper,23.0,12.0,8.0,4.0,2936
14540,Baoshan,Baoshan,Baoshan,Shanghai Proper,24.0,12.0,8.0,4.0,2937
14541,Baoshan,Baoshan,Pudong New,Baoshan,24.0,12.0,8.0,4.0,2938
14542,Baoshan,Baoshan,Baoshan,Baoshan,24.0,12.0,8.0,4.0,2939
14543,Baoshan,Baoshan,Shanghai Proper,Baoshan,23.0,12.0,7.0,4.0,2940
14544,Shanghai Proper,Baoshan,Shanghai Proper,Shanghai Proper,24.0,12.0,8.0,4.0,2941
14545,Pudong New,Pudong New,Shanghai Proper,Pudong New,24.0,12.0,8.0,4.0,2942
14546,Shanghai Proper,Baoshan,Pudong New,Pudong New,24.0,12.0,8.0,4.0,2943
14547,Shanghai Proper,Shanghai Proper,Shanghai Proper,Shanghai Proper,24.0,12.0,8.0,4.0,2944
14548,Shanghai Proper,Shanghai Proper,Shanghai Proper,Shanghai Proper,24.0,12.0,8.0,4.0,2945
14549,Shanghai Proper,Shanghai Proper,Shanghai Proper,Shanghai Proper,24.0,12.0,8.0,4.0,2946
14550,Jinshan,Jinshan,Jinshan,Jinshan,24.0,12.0,8.0,4.0,2947
14551,Shanghai Proper,Shanghai Proper,Shanghai Proper,Shanghai Proper,24.0,12.0,8.0,4.0,2948
14552,Pudong New,Pudong New,Pudong New,Pudong New,24.0,12.0,8.0,4.0,2949
14553,Shanghai Proper,Shanghai Proper,Shanghai Proper,Shanghai Proper,12.0,3.0,6.0,3.0,2950
14554,Pudong New,Pudong New,Shanghai Proper,Pudong New,24.0,12.0,8.0,4.0,2951
14555,Qingpu,Qingpu,Qingpu,Qingpu,24.0,12.0,8.0,4.0,2952
14556,Minhang,Minhang,Minhang,Minhang,23.0,12.0,8.0,4.0,2953
14557,Shanghai Proper,Baoshan,Shanghai Proper,Shanghai Proper,24.0,12.0,8.0,4.0,2954
14558,Shanghai Proper,Baoshan,Shanghai Proper,Shanghai Proper,23.0,12.0,8.0,4.0,2955
14559,Pudong New,Shanghai Proper,Pudong New,Pudong New,24.0,12.0,8.0,4.0,2956
14560,Songjiang,Songjiang,Shanghai Proper,Songjiang,24.0,12.0,8.0,4.0,2957
14561,Minhang,Minhang,Minhang,Minhang,24.0,12.0,8.0,4.0,2958
14562,Shanghai Proper,Shanghai Proper,Minhang,Shanghai Proper,24.0,12.0,8.0,4.0,2959
14563,Baoshan,Baoshan,Baoshan,Baoshan,24.0,12.0,8.0,4.0,2960
14564,Shanghai Proper,Baoshan,Pudong New,Shanghai Proper,24.0,12.0,8.0,4.0,2961
14565,Shanghai Proper,Shanghai Proper,Pudong New,Shanghai Proper,23.0,12.0,8.0,4.0,2962
14566,Shanghai Proper,Shanghai Proper,Shanghai Proper,Shanghai Proper,23.0,12.0,8.0,4.0,2963
14567,Shanghai Proper,Baoshan,Shanghai Proper,Shanghai Proper,24.0,12.0,8.0,4.0,2964
14568,Shanghai Proper,Baoshan,Shanghai Proper,Shanghai Proper,23.0,12.0,8.0,4.0,2965
14569,Baoshan,Baoshan,Jiading,Jiading,18.0,9.0,6.0,3.0,2966
14570,Shanghai Proper,Baoshan,Shanghai Proper,Shanghai Proper,24.0,12.0,8.0,4.0,2967
14571,Shanghai Proper,Baoshan,Shanghai Proper,Shanghai Proper,23.0,12.0,8.0,4.0,2968
14572,Minhang,Minhang,Shanghai Proper,Minhang,23.0,12.0,7.0,4.0,2969
14573,Shanghai Proper,Shanghai Proper,Shanghai Proper,Shanghai Proper,24.0,12.0,8.0,4.0,2970
14574,Jiading,Jiading,Jiading,Jiading,23.0,12.0,8.0,4.0,2971
14575,Shanghai Proper,Baoshan,Shanghai Proper,Shanghai Proper,23.0,12.0,8.0,4.0,2972
14576,Shanghai Proper,Baoshan,Shanghai Proper,Shanghai Proper,23.0,12.0,8.0,4.0,2973
14577,Pudong New,Pudong New,Shanghai Proper,Pudong New,24.0,12.0,8.0,4.0,2974
14578,Shanghai Proper,Shanghai Proper,Shanghai Proper,Shanghai Proper,24.0,12.0,8.0,4.0,2975
14579,Shanghai Proper,Shanghai Proper,Shanghai Proper,Shanghai Proper,24.0,12.0,8.0,4.0,2976
14580,Shanghai Proper,Shanghai Proper,Pudong New,Pudong New,24.0,12.0,8.0,4.0,2977
14581,Minhang,Minhang,Minhang,Minhang,24.0,12.0,8.0,4.0,2978
14582,Baoshan,Baoshan,Baoshan,Baoshan,24.0,12.0,8.0,4.0,2979
14583,Shanghai Proper,Shanghai Proper,Shanghai Proper,Shanghai Proper,24.0,12.0,8.0,4.0,2980
14584,Shanghai Proper,Shanghai Proper,Shanghai Proper,Shanghai Proper,24.0,12.0,8.0,4.0,2981
14585,Baoshan,Baoshan,Shanghai Proper,Baoshan,24.0,12.0,8.0,4.0,2982
14586,Pudong New,Pudong New,Pudong New,Pudong New,24.0,12.0,8.0,4.0,2983
14587,Shanghai Proper,Shanghai Proper,Shanghai Proper,Shanghai Proper,24.0,12.0,8.0,4.0,2984
14588,Baoshan,Baoshan,Shanghai Proper,Baoshan,24.0,12.0,8.0,4.0,2985
14589,Minhang,Jinshan,Minhang,Minhang,24.0,12.0,8.0,4.0,2986
14590,Pudong New,Pudong New,Pudong New,Pudong New,24.0,12.0,8.0,4.0,2987
14591,Fenxian,Fenxian,Shanghai Proper,Fenxian,24.0,12.0,8.0,4.0,2988
14592,Shanghai Proper,Shanghai Proper,Shanghai Proper,Shanghai Proper,24.0,12.0,8.0,4.0,2989
14595,Minhang,Minhang,Minhang,Minhang,23.0,12.0,8.0,4.0,2990
14597,Shanghai Proper,Shanghai Proper,Shanghai Proper,Shanghai Proper,24.0,12.0,8.0,4.0,2991
14598,Shanghai Proper,Shanghai Proper,Shanghai Proper,Shanghai Proper,24.0,12.0,8.0,4.0,2992
14599,Baoshan,Baoshan,Shanghai Proper,Baoshan,24.0,12.0,8.0,4.0,2993
14601,Shanghai Proper,Shanghai Proper,Shanghai Proper,Shanghai Proper,24.0,12.0,8.0,4.0,2994
14603,Shanghai Proper,Baoshan,Shanghai Proper,Shanghai Proper,23.0,12.0,8.0,4.0,2995
14604,Jinshan,Jinshan,Jinshan,Jinshan,24.0,12.0,8.0,4.0,2996
14606,Minhang,Songjiang,Minhang,Minhang,23.0,12.0,7.0,4.0,2997
14607,Minhang,Minhang,Pudong New,Minhang,24.0,12.0,8.0,4.0,2998
14608,Songjiang,Songjiang,Songjiang,Songjiang,24.0,12.0,8.0,4.0,2999
14609,Pudong New,Pudong New,Pudong New,Pudong New,24.0,12.0,8.0,4.0,3000
14611,Shanghai Proper,Shanghai Proper,Shanghai Proper,Shanghai Proper,24.0,12.0,8.0,4.0,3001
14612,Shanghai Proper,Baoshan,Shanghai Proper,Shanghai Proper,23.0,12.0,8.0,4.0,3002
14613,Shanghai Proper,Baoshan,Shanghai Proper,Shanghai Proper,22.0,11.0,7.0,4.0,3003
14614,Shanghai Proper,Shanghai Proper,Shanghai Proper,Shanghai Proper,20.0,10.0,6.0,3.0,3004
14615,Shanghai Proper,Shanghai Proper,Shanghai Proper,Shanghai Proper,24.0,12.0,8.0,4.0,3005
14616,Minhang,Minhang,Shanghai Proper,Shanghai Proper,18.0,9.0,7.0,3.0,3006
14617,Jiading,Jiading,Jiading,Jiading,23.0,11.0,8.0,4.0,3007
14619,Jiading,Jiading,Shanghai Proper,Jiading,24.0,12.0,8.0,4.0,3008
14620,Shanghai Proper,Shanghai Proper,Shanghai Proper,Shanghai Proper,23.0,12.0,8.0,4.0,3009
14621,Shanghai Proper,Shanghai Proper,Shanghai Proper,Shanghai Proper,24.0,12.0,8.0,4.0,3010
14622,Shanghai Proper,Shanghai Proper,Shanghai Proper,Shanghai Proper,24.0,12.0,8.0,4.0,3011
14623,Shanghai Proper,Shanghai Proper,Shanghai Proper,Shanghai Proper,24.0,12.0,8.0,4.0,3012
14624,Pudong New,Pudong New,Pudong New,Pudong New,24.0,12.0,8.0,4.0,3013
14625,Shanghai Proper,Shanghai Proper,Shanghai Proper,Shanghai Proper,18.0,9.0,6.0,3.0,3014
14626,Shanghai Proper,Shanghai Proper,Shanghai Proper,Shanghai Proper,24.0,12.0,8.0,4.0,3015
14627,Baoshan,Baoshan,Shanghai Proper,Baoshan,24.0,12.0,8.0,4.0,3016
14628,Shanghai Proper,Baoshan,Shanghai Proper,Baoshan,23.0,12.0,8.0,4.0,3017
14629,Shanghai Proper,Shanghai Proper,Shanghai Proper,Shanghai Proper,24.0,12.0,8.0,4.0,3018
14630,Baoshan,Baoshan,Baoshan,Baoshan,24.0,12.0,8.0,4.0,3019
14632,Pudong New,Pudong New,Pudong New,Pudong New,24.0,12.0,8.0,4.0,3020
14633,Shanghai Proper,Baoshan,Shanghai Proper,Shanghai Proper,24.0,12.0,8.0,4.0,3021
14634,Baoshan,Baoshan,Baoshan,Baoshan,16.0,8.0,6.0,3.0,3022
14635,Pudong New,Pudong New,Pudong New,Pudong New,24.0,12.0,8.0,4.0,3023
14636,Baoshan,Baoshan,Shanghai Proper,Shanghai Proper,24.0,12.0,8.0,4.0,3024
14637,Pudong New,Pudong New,Pudong New,Pudong New,24.0,12.0,8.0,4.0,3025
14638,Baoshan,Baoshan,Shanghai Proper,Baoshan,24.0,12.0,8.0,4.0,3026
14639,Shanghai Proper,Shanghai Proper,Shanghai Proper,Shanghai Proper,24.0,12.0,8.0,4.0,3027
14640,Pudong New,Pudong New,Pudong New,Pudong New,24.0,12.0,8.0,4.0,3028
14643,Chongming,Chongming,Chongming,Chongming,24.0,12.0,8.0,4.0,3029
14644,Baoshan,Baoshan,Baoshan,Baoshan,24.0,12.0,8.0,4.0,3030
14646,Shanghai Proper,Shanghai Proper,Shanghai Proper,Shanghai Proper,24.0,12.0,8.0,4.0,3031
14647,Baoshan,Baoshan,Pudong New,Shanghai Proper,24.0,12.0,8.0,4.0,3032
14649,Shanghai Proper,Shanghai Proper,Shanghai Proper,Shanghai Proper,24.0,12.0,8.0,4.0,3033
14653,Pudong New,Pudong New,Pudong New,Pudong New,23.0,12.0,8.0,4.0,3034
14654,Fenxian,Fenxian,Fenxian,Fenxian,24.0,12.0,8.0,4.0,3035
14656,Baoshan,Baoshan,Shanghai Proper,Shanghai Proper,24.0,12.0,8.0,4.0,3036
14672,Baoshan,Baoshan,Shanghai Proper,Baoshan,17.0,9.0,6.0,3.0,3037
14675,Pudong New,Pudong New,Pudong New,Pudong New,24.0,12.0,8.0,4.0,3038
14676,Baoshan,Baoshan,Baoshan,Baoshan,23.0,12.0,8.0,4.0,3039
14677,Shanghai Proper,Shanghai Proper,Shanghai Proper,Shanghai Proper,23.0,12.0,8.0,4.0,3040
14678,Shanghai Proper,Shanghai Proper,Shanghai Proper,Shanghai Proper,24.0,12.0,8.0,4.0,3041
14679,Pudong New,Pudong New,Pudong New,Pudong New,24.0,12.0,8.0,4.0,3042
14680,Shanghai Proper,Shanghai Proper,Shanghai Proper,Shanghai Proper,13.0,7.0,4.0,2.0,3043
14681,Minhang,Minhang,Minhang,Minhang,24.0,12.0,8.0,4.0,3044
14682,Shanghai Proper,Shanghai Proper,Shanghai Proper,Shanghai Proper,23.0,11.0,8.0,4.0,3045
14683,Shanghai Proper,Baoshan,Shanghai Proper,Shanghai Proper,24.0,12.0,8.0,4.0,3046
14684,Pudong New,Pudong New,Pudong New,Pudong New,19.0,10.0,6.0,3.0,3047
14685,Pudong New,Pudong New,Pudong New,Pudong New,23.0,12.0,8.0,3.0,3048
14691,Shanghai Proper,Shanghai Proper,Shanghai Proper,Shanghai Proper,24.0,12.0,8.0,4.0,3049
14695,Shanghai Proper,Shanghai Proper,Shanghai Proper,Shanghai Proper,24.0,12.0,8.0,4.0,3050
14697,Baoshan,Baoshan,Shanghai Proper,Shanghai Proper,24.0,12.0,8.0,4.0,3051
14698,Fenxian,Fenxian,Fenxian,Fenxian,24.0,12.0,8.0,4.0,3052
14699,Shanghai Proper,Baoshan,Shanghai Proper,Shanghai Proper,23.0,12.0,8.0,4.0,3053
14709,Songjiang,Songjiang,Songjiang,Songjiang,24.0,12.0,8.0,4.0,3054
14710,Shanghai Proper,Shanghai Proper,Shanghai Proper,Shanghai Proper,24.0,12.0,8.0,4.0,3055
14717,Songjiang,Songjiang,Songjiang,Songjiang,24.0,12.0,8.0,4.0,3056
14728,Shanghai Proper,Baoshan,Shanghai Proper,Shanghai Proper,22.0,12.0,7.0,3.0,3057
14729,Minhang,Minhang,Minhang,Minhang,24.0,12.0,8.0,4.0,3058
14730,Songjiang,Songjiang,Songjiang,Songjiang,24.0,12.0,8.0,4.0,3059
14733,Shanghai Proper,Shanghai Proper,Shanghai Proper,Shanghai Proper,23.0,12.0,8.0,4.0,3060
14734,Songjiang,Songjiang,Songjiang,Songjiang,24.0,12.0,8.0,4.0,3061
14749,Pudong New,Pudong New,Pudong New,Pudong New,24.0,12.0,8.0,4.0,3062
14758,Shanghai Proper,Shanghai Proper,Shanghai Proper,Shanghai Proper,23.0,12.0,8.0,4.0,3063
14763,Pudong New,Pudong New,Pudong New,Pudong New,23.0,12.0,8.0,4.0,3064
14771,Songjiang,Songjiang,Songjiang,Songjiang,24.0,12.0,8.0,4.0,3065
14772,Songjiang,Songjiang,Minhang,Songjiang,24.0,12.0,8.0,4.0,3066
14773,Shanghai Proper,Shanghai Proper,Shanghai Proper,Shanghai Proper,24.0,12.0,8.0,4.0,3067
14786,Minhang,Minhang,Minhang,Minhang,24.0,12.0,8.0,4.0,3068
14791,Pudong New,Baoshan,Pudong New,Pudong New,10.0,4.0,4.0,2.0,3069
14795,Pudong New,Pudong New,Pudong New,Pudong New,19.0,10.0,6.0,4.0,3070
14796,Baoshan,Baoshan,Shanghai Proper,Baoshan,23.0,12.0,8.0,4.0,3071
14797,Fenxian,Fenxian,Minhang,Fenxian,21.0,10.0,7.0,4.0,3072
14798,Minhang,Minhang,Pudong New,Shanghai Proper,23.0,12.0,8.0,4.0,3073
14802,Shanghai Proper,Shanghai Proper,Shanghai Proper,Shanghai Proper,24.0,12.0,8.0,4.0,3074
14803,Shanghai Proper,Baoshan,Shanghai Proper,Shanghai Proper,24.0,12.0,8.0,4.0,3075
14806,Songjiang,Songjiang,Songjiang,Songjiang,24.0,12.0,8.0,4.0,3076
14807,Baoshan,Baoshan,Shanghai Proper,Baoshan,24.0,12.0,8.0,4.0,3077
14808,Shanghai Proper,Shanghai Proper,Shanghai Proper,Shanghai Proper,23.0,12.0,8.0,4.0,3078
14809,Songjiang,Songjiang,Minhang,Songjiang,24.0,12.0,8.0,4.0,3079
14823,Songjiang,Songjiang,Minhang,Shanghai Proper,23.0,12.0,8.0,4.0,3080
14830,Shanghai Proper,Shanghai Proper,Shanghai Proper,Shanghai Proper,24.0,12.0,8.0,4.0,3081
14831,Minhang,Minhang,Shanghai Proper,Minhang,23.0,12.0,8.0,4.0,3082
14835,Baoshan,Baoshan,Baoshan,Baoshan,24.0,12.0,8.0,4.0,3083
14836,Pudong New,Pudong New,Pudong New,Pudong New,24.0,12.0,8.0,4.0,3084
14837,Songjiang,Songjiang,Songjiang,Songjiang,24.0,12.0,8.0,4.0,3085
14848,Songjiang,Songjiang,Shanghai Proper,Songjiang,22.0,11.0,8.0,4.0,3086
14849,Shanghai Proper,Shanghai Proper,Shanghai Proper,Shanghai Proper,23.0,12.0,8.0,4.0,3087
14850,Shanghai Proper,Shanghai Proper,Shanghai Proper,Shanghai Proper,24.0,12.0,8.0,4.0,3088
14851,Songjiang,Songjiang,Songjiang,Songjiang,24.0,12.0,8.0,4.0,3089
14852,Songjiang,Songjiang,Songjiang,Songjiang,22.0,11.0,8.0,4.0,3090
14853,Minhang,Minhang,Minhang,Minhang,23.0,11.0,8.0,4.0,3091
14857,Minhang,Minhang,Shanghai Proper,Shanghai Proper,24.0,12.0,8.0,4.0,3092
14859,Songjiang,Songjiang,Songjiang,Songjiang,24.0,12.0,8.0,4.0,3093
14860,Shanghai Proper,Shanghai Proper,Shanghai Proper,Shanghai Proper,24.0,12.0,8.0,4.0,3094
14864,Minhang,Minhang,Pudong New,Minhang,24.0,12.0,8.0,4.0,3095
14866,Pudong New,Pudong New,Shanghai Proper,Pudong New,24.0,12.0,8.0,4.0,3096
14867,Shanghai Proper,Shanghai Proper,Shanghai Proper,Shanghai Proper,23.0,12.0,8.0,4.0,3097
14868,Shanghai Proper,Shanghai Proper,Shanghai Proper,Shanghai Proper,22.0,12.0,7.0,4.0,3098
14869,Jiading,Jiading,Pudong New,Jiading,24.0,12.0,8.0,4.0,3099
14878,Shanghai Proper,Shanghai Proper,Shanghai Proper,Shanghai Proper,23.0,12.0,8.0,4.0,3100
14879,Pudong New,Pudong New,Pudong New,Pudong New,23.0,12.0,8.0,4.0,3101
14880,Pudong New,Shanghai Proper,Pudong New,Pudong New,24.0,12.0,8.0,4.0,3102
14881,Songjiang,Songjiang,Minhang,Songjiang,24.0,12.0,8.0,4.0,3103
14882,Shanghai Proper,Shanghai Proper,Shanghai Proper,Shanghai Proper,24.0,12.0,8.0,4.0,3104
14883,Minhang,Minhang,Minhang,Minhang,24.0,12.0,8.0,4.0,3105
14884,Shanghai Proper,Shanghai Proper,Shanghai Proper,Shanghai Proper,24.0,12.0,8.0,4.0,3106
14885,Minhang,Minhang,Minhang,Minhang,24.0,12.0,8.0,4.0,3107
14886,Minhang,Minhang,Minhang,Minhang,24.0,12.0,8.0,4.0,3108
14887,Baoshan,Baoshan,Pudong New,Shanghai Proper,24.0,12.0,8.0,4.0,3109
