ID,Name_allTime,Name_night,Name_day,Name_peak,all_h,nightTime_h,dayTime_h,peakTime_h,GA_ID
3,Shanghai Proper,Shanghai Proper,Baoshan,Shanghai Proper,20.0,10.0,6.0,3.0,0
4,Baoshan,Baoshan,Baoshan,Baoshan,11.0,2.0,6.0,3.0,1
5,Shanghai Proper,Shanghai Proper,Shanghai Proper,Shanghai Proper,22.0,11.0,8.0,3.0,2
7,Pudong New,Jinshan,Pudong New,Pudong New,6.0,0.0,5.0,1.0,3
8,Jiading,Jiading,Jiading,Jiading,20.0,11.0,6.0,3.0,4
9,Baoshan,Baoshan,Baoshan,Baoshan,24.0,12.0,8.0,4.0,5
10,Baoshan,Jiading,Baoshan,Baoshan,14.0,3.0,8.0,3.0,6
11,Shanghai Proper,Shanghai Proper,Shanghai Proper,Shanghai Proper,13.0,2.0,7.0,4.0,7
15,Jiading,Jiading,Shanghai Proper,Jiading,24.0,12.0,8.0,4.0,8
17,Shanghai Proper,Shanghai Proper,Shanghai Proper,Shanghai Proper,21.0,10.0,7.0,4.0,9
19,Shanghai Proper,Shanghai Proper,Shanghai Proper,Shanghai Proper,20.0,10.0,7.0,3.0,10
21,Baoshan,Baoshan,Baoshan,Baoshan,23.0,11.0,8.0,4.0,11
22,Shanghai Proper,Shanghai Proper,Shanghai Proper,Shanghai Proper,12.0,4.0,6.0,2.0,12
29,Shanghai Proper,Shanghai Proper,Shanghai Proper,Shanghai Proper,24.0,12.0,8.0,4.0,13
32,Shanghai Proper,Shanghai Proper,Shanghai Proper,Shanghai Proper,23.0,12.0,7.0,4.0,14
33,Shanghai Proper,Shanghai Proper,Shanghai Proper,Shanghai Proper,23.0,12.0,7.0,4.0,15
34,Shanghai Proper,Baoshan,Shanghai Proper,Shanghai Proper,5.0,0.0,5.0,1.0,16
36,Jiading,Jiading,Jiading,Jiading,22.0,12.0,7.0,4.0,17
38,Minhang,Minhang,Shanghai Proper,Minhang,23.0,12.0,8.0,4.0,18
41,Shanghai Proper,Shanghai Proper,Shanghai Proper,Shanghai Proper,18.0,8.0,7.0,3.0,19
47,Baoshan,Baoshan,Baoshan,Baoshan,24.0,12.0,8.0,4.0,20
48,Shanghai Proper,Shanghai Proper,Shanghai Proper,Shanghai Proper,12.0,2.0,7.0,2.0,21
49,Shanghai Proper,Shanghai Proper,Shanghai Proper,Shanghai Proper,20.0,10.0,6.0,4.0,22
50,Pudong New,Pudong New,Pudong New,Pudong New,17.0,8.0,6.0,3.0,23
51,Songjiang,Songjiang,Songjiang,Songjiang,21.0,10.0,8.0,4.0,24
52,Shanghai Proper,Shanghai Proper,Shanghai Proper,Shanghai Proper,14.0,6.0,6.0,2.0,25
54,Minhang,Minhang,Minhang,Minhang,22.0,11.0,7.0,4.0,26
55,Minhang,Minhang,Minhang,Minhang,21.0,11.0,6.0,3.0,27
62,Shanghai Proper,Minhang,Shanghai Proper,Shanghai Proper,16.0,7.0,7.0,3.0,28
65,Shanghai Proper,Shanghai Proper,Shanghai Proper,Shanghai Proper,9.0,0.0,6.0,2.0,29
66,Shanghai Proper,Shanghai Proper,Shanghai Proper,Shanghai Proper,11.0,1.0,7.0,3.0,30
67,Shanghai Proper,Shanghai Proper,Shanghai Proper,Shanghai Proper,21.0,10.0,7.0,4.0,31
72,Shanghai Proper,Shanghai Proper,Shanghai Proper,Shanghai Proper,23.0,12.0,7.0,4.0,32
73,Songjiang,Pudong New,Songjiang,Songjiang,10.0,1.0,7.0,2.0,33
77,Jiading,Jiading,Jiading,Jiading,22.0,12.0,7.0,4.0,34
80,Shanghai Proper,Shanghai Proper,Shanghai Proper,Shanghai Proper,15.0,8.0,5.0,2.0,35
87,Baoshan,Baoshan,Baoshan,Baoshan,22.0,10.0,8.0,4.0,36
93,Baoshan,Baoshan,Baoshan,Baoshan,24.0,12.0,8.0,4.0,37
94,Shanghai Proper,Shanghai Proper,Shanghai Proper,Shanghai Proper,21.0,10.0,8.0,3.0,38
95,Jiading,Jiading,Jiading,Jiading,24.0,12.0,8.0,4.0,39
100,Shanghai Proper,Shanghai Proper,Shanghai Proper,Shanghai Proper,23.0,11.0,8.0,4.0,40
109,Pudong New,Pudong New,Pudong New,Pudong New,23.0,12.0,7.0,3.0,41
111,Pudong New,Pudong New,Pudong New,Pudong New,23.0,12.0,7.0,4.0,42
115,Minhang,Minhang,Minhang,Minhang,16.0,4.0,8.0,4.0,43
117,Shanghai Proper,Minhang,Shanghai Proper,Shanghai Proper,9.0,0.0,7.0,2.0,44
118,Shanghai Proper,Baoshan,Shanghai Proper,Shanghai Proper,5.0,0.0,4.0,1.0,45
121,Pudong New,Pudong New,Pudong New,Pudong New,18.0,8.0,7.0,3.0,46
124,Minhang,Minhang,Minhang,Minhang,4.0,0.0,2.0,1.0,47
125,Minhang,Minhang,Minhang,Minhang,23.0,12.0,8.0,4.0,48
126,Baoshan,Baoshan,Shanghai Proper,Baoshan,24.0,12.0,8.0,4.0,49
129,Minhang,Minhang,Shanghai Proper,Minhang,21.0,12.0,6.0,4.0,50
133,Qingpu,Qingpu,Qingpu,Qingpu,16.0,8.0,5.0,3.0,51
146,Baoshan,Baoshan,Baoshan,Baoshan,22.0,11.0,7.0,4.0,52
147,Baoshan,Baoshan,Baoshan,Baoshan,23.0,12.0,8.0,4.0,53
148,Pudong New,Pudong New,Pudong New,Pudong New,18.0,8.0,6.0,3.0,54
150,Baoshan,Baoshan,Baoshan,Baoshan,19.0,10.0,6.0,3.0,55
152,Minhang,Minhang,Shanghai Proper,Minhang,22.0,11.0,7.0,4.0,56
155,Pudong New,Pudong New,Pudong New,Pudong New,24.0,12.0,8.0,4.0,57
163,Shanghai Proper,Shanghai Proper,Shanghai Proper,Shanghai Proper,15.0,7.0,6.0,3.0,58
169,Shanghai Proper,Shanghai Proper,Shanghai Proper,Shanghai Proper,23.0,12.0,7.0,4.0,59
170,Shanghai Proper,Shanghai Proper,Shanghai Proper,Shanghai Proper,24.0,12.0,8.0,4.0,60
172,Shanghai Proper,Shanghai Proper,Shanghai Proper,Shanghai Proper,13.0,4.0,7.0,3.0,61
176,Shanghai Proper,Shanghai Proper,Shanghai Proper,Shanghai Proper,2.0,0.0,0.0,2.0,62
177,Minhang,Minhang,Shanghai Proper,Shanghai Proper,14.0,4.0,7.0,2.0,63
178,Jiading,Jiading,Jiading,Jiading,24.0,12.0,8.0,4.0,64
179,Shanghai Proper,Shanghai Proper,Shanghai Proper,Shanghai Proper,15.0,8.0,4.0,3.0,65
186,Shanghai Proper,Shanghai Proper,Shanghai Proper,Shanghai Proper,10.0,1.0,6.0,2.0,66
190,Pudong New,Pudong New,Pudong New,Pudong New,22.0,11.0,8.0,4.0,67
192,Pudong New,Pudong New,Pudong New,Shanghai Proper,20.0,10.0,6.0,3.0,68
199,Shanghai Proper,Shanghai Proper,Shanghai Proper,Shanghai Proper,19.0,9.0,7.0,3.0,69
203,Shanghai Proper,Shanghai Proper,Shanghai Proper,Shanghai Proper,19.0,9.0,7.0,3.0,70
205,Pudong New,Pudong New,Pudong New,Pudong New,14.0,6.0,5.0,3.0,71
211,Fenxian,Fenxian,Shanghai Proper,Fenxian,23.0,11.0,8.0,4.0,72
214,Pudong New,Pudong New,Pudong New,Pudong New,20.0,10.0,7.0,3.0,73
215,Shanghai Proper,Shanghai Proper,Shanghai Proper,Shanghai Proper,24.0,12.0,8.0,4.0,74
219,Minhang,Minhang,Minhang,Minhang,23.0,12.0,8.0,4.0,75
222,Shanghai Proper,Shanghai Proper,Shanghai Proper,Shanghai Proper,17.0,9.0,5.0,3.0,76
224,Jiading,Jiading,Baoshan,Jiading,22.0,10.0,8.0,4.0,77
233,Qingpu,Qingpu,Shanghai Proper,Minhang,21.0,11.0,7.0,3.0,78
234,Minhang,Minhang,Minhang,Minhang,24.0,12.0,8.0,4.0,79
246,Shanghai Proper,Shanghai Proper,Shanghai Proper,Shanghai Proper,21.0,10.0,7.0,4.0,80
250,Baoshan,Baoshan,Baoshan,Baoshan,23.0,12.0,8.0,4.0,81
255,Shanghai Proper,Shanghai Proper,Shanghai Proper,Shanghai Proper,23.0,12.0,8.0,4.0,82
262,Shanghai Proper,Pudong New,Shanghai Proper,Shanghai Proper,11.0,1.0,7.0,3.0,83
265,Songjiang,Songjiang,Minhang,Songjiang,21.0,11.0,7.0,3.0,84
266,Pudong New,Pudong New,Pudong New,Pudong New,21.0,10.0,7.0,4.0,85
289,Shanghai Proper,Jiading,Shanghai Proper,Shanghai Proper,9.0,1.0,6.0,2.0,86
296,Qingpu,Qingpu,Minhang,Qingpu,23.0,12.0,8.0,4.0,87
302,Jiading,Jiading,Shanghai Proper,Shanghai Proper,16.0,6.0,6.0,3.0,88
316,Baoshan,Baoshan,Shanghai Proper,Baoshan,19.0,10.0,6.0,3.0,89
317,Jiading,Jiading,Jiading,Jiading,21.0,12.0,6.0,3.0,90
324,Shanghai Proper,Shanghai Proper,Shanghai Proper,Shanghai Proper,16.0,6.0,7.0,3.0,91
325,Pudong New,Pudong New,Pudong New,Pudong New,21.0,10.0,8.0,4.0,92
327,Shanghai Proper,Shanghai Proper,Shanghai Proper,Shanghai Proper,22.0,11.0,7.0,4.0,93
331,Pudong New,Pudong New,Pudong New,Pudong New,22.0,11.0,8.0,3.0,94
335,Jiading,Jiading,Shanghai Proper,Jiading,15.0,6.0,6.0,3.0,95
338,Shanghai Proper,Songjiang,Shanghai Proper,Shanghai Proper,15.0,4.0,7.0,4.0,96
345,Baoshan,Baoshan,Baoshan,Baoshan,24.0,12.0,8.0,4.0,97
347,Songjiang,Songjiang,Shanghai Proper,Shanghai Proper,20.0,10.0,7.0,3.0,98
352,Shanghai Proper,Shanghai Proper,Shanghai Proper,Shanghai Proper,21.0,11.0,7.0,3.0,99
356,Shanghai Proper,Shanghai Proper,Shanghai Proper,Shanghai Proper,12.0,1.0,8.0,3.0,100
358,Shanghai Proper,Shanghai Proper,Shanghai Proper,Shanghai Proper,23.0,11.0,8.0,4.0,101
359,Baoshan,Baoshan,Baoshan,Baoshan,23.0,12.0,7.0,4.0,102
361,Qingpu,Qingpu,Minhang,Minhang,12.0,5.0,5.0,2.0,103
363,Shanghai Proper,Shanghai Proper,Shanghai Proper,Shanghai Proper,8.0,3.0,4.0,1.0,104
369,Pudong New,Pudong New,Pudong New,Pudong New,23.0,11.0,8.0,4.0,105
376,Jiading,Jiading,Shanghai Proper,Jiading,15.0,9.0,4.0,3.0,106
377,Shanghai Proper,Shanghai Proper,Shanghai Proper,Shanghai Proper,23.0,12.0,8.0,4.0,107
381,Shanghai Proper,Shanghai Proper,Shanghai Proper,Shanghai Proper,21.0,10.0,7.0,3.0,108
395,Shanghai Proper,Shanghai Proper,Shanghai Proper,Shanghai Proper,11.0,3.0,7.0,2.0,109
399,Baoshan,Baoshan,Baoshan,Baoshan,24.0,12.0,8.0,4.0,110
405,Baoshan,Baoshan,Shanghai Proper,Baoshan,23.0,11.0,8.0,4.0,111
406,Pudong New,Pudong New,Pudong New,Pudong New,22.0,11.0,7.0,4.0,112
408,Shanghai Proper,Shanghai Proper,Shanghai Proper,Shanghai Proper,20.0,9.0,8.0,4.0,113
409,Minhang,Minhang,Shanghai Proper,Shanghai Proper,23.0,12.0,7.0,4.0,114
418,Shanghai Proper,Shanghai Proper,Shanghai Proper,Shanghai Proper,22.0,12.0,7.0,4.0,115
419,Pudong New,Pudong New,Pudong New,Pudong New,19.0,9.0,7.0,3.0,116
421,Pudong New,Pudong New,Pudong New,Pudong New,9.0,0.0,7.0,2.0,117
423,Minhang,Minhang,Shanghai Proper,Minhang,15.0,7.0,6.0,3.0,118
432,Shanghai Proper,Shanghai Proper,Shanghai Proper,Shanghai Proper,18.0,9.0,6.0,3.0,119
433,Songjiang,Songjiang,Shanghai Proper,Songjiang,23.0,11.0,8.0,4.0,120
443,Shanghai Proper,Shanghai Proper,Shanghai Proper,Shanghai Proper,22.0,11.0,7.0,4.0,121
447,Shanghai Proper,Shanghai Proper,Shanghai Proper,Shanghai Proper,19.0,10.0,6.0,3.0,122
448,Shanghai Proper,Baoshan,Shanghai Proper,Baoshan,17.0,7.0,7.0,3.0,123
449,Jiading,Jiading,Shanghai Proper,Jiading,21.0,11.0,7.0,4.0,124
450,Shanghai Proper,Shanghai Proper,Shanghai Proper,Shanghai Proper,19.0,10.0,6.0,3.0,125
451,Jiading,Jiading,Shanghai Proper,Jiading,23.0,12.0,7.0,4.0,126
464,Shanghai Proper,Shanghai Proper,Shanghai Proper,Shanghai Proper,21.0,10.0,7.0,4.0,127
475,Baoshan,Baoshan,Baoshan,Baoshan,23.0,12.0,8.0,4.0,128
477,Minhang,Minhang,Minhang,Minhang,19.0,8.0,8.0,3.0,129
478,Pudong New,Pudong New,Pudong New,Pudong New,24.0,12.0,8.0,4.0,130
481,Baoshan,Baoshan,Baoshan,Baoshan,23.0,12.0,8.0,4.0,131
490,Minhang,Minhang,Shanghai Proper,Minhang,22.0,12.0,7.0,4.0,132
496,Shanghai Proper,Shanghai Proper,Shanghai Proper,Shanghai Proper,13.0,2.0,8.0,4.0,133
507,Shanghai Proper,Shanghai Proper,Shanghai Proper,Shanghai Proper,21.0,12.0,5.0,4.0,134
509,Shanghai Proper,Shanghai Proper,Shanghai Proper,Shanghai Proper,23.0,12.0,7.0,4.0,135
514,Shanghai Proper,Shanghai Proper,Shanghai Proper,Shanghai Proper,23.0,11.0,8.0,4.0,136
515,Shanghai Proper,Shanghai Proper,Shanghai Proper,Shanghai Proper,22.0,10.0,7.0,4.0,137
606,Minhang,Minhang,Shanghai Proper,Minhang,11.0,1.0,7.0,4.0,138
614,Pudong New,Pudong New,Shanghai Proper,Pudong New,23.0,12.0,7.0,4.0,139
621,Shanghai Proper,Shanghai Proper,Shanghai Proper,Shanghai Proper,14.0,4.0,7.0,3.0,140
9001,Minhang,Minhang,Minhang,Minhang,24.0,12.0,8.0,4.0,141
9002,Fenxian,Fenxian,Minhang,Fenxian,23.0,12.0,8.0,4.0,142
9003,Minhang,Minhang,Minhang,Minhang,24.0,12.0,8.0,4.0,143
9004,Fenxian,Fenxian,Minhang,Minhang,18.0,9.0,6.0,3.0,144
9005,Minhang,Minhang,Minhang,Minhang,24.0,12.0,8.0,4.0,145
9006,Minhang,Minhang,Minhang,Minhang,24.0,12.0,8.0,4.0,146
9007,Minhang,Minhang,Minhang,Minhang,22.0,11.0,7.0,3.0,147
9008,Fenxian,Fenxian,Minhang,Minhang,23.0,12.0,8.0,4.0,148
9009,Minhang,Minhang,Minhang,Minhang,21.0,10.0,7.0,3.0,149
9010,Jinshan,Jinshan,Minhang,Jinshan,24.0,12.0,8.0,4.0,150
9011,Minhang,Minhang,Minhang,Minhang,23.0,12.0,7.0,4.0,151
9012,Minhang,Fenxian,Minhang,Minhang,24.0,12.0,8.0,4.0,152
9013,Songjiang,Songjiang,Songjiang,Songjiang,24.0,12.0,8.0,4.0,153
9014,Minhang,Minhang,Minhang,Minhang,24.0,12.0,8.0,4.0,154
9015,Minhang,Minhang,Minhang,Minhang,24.0,12.0,8.0,4.0,155
9016,Minhang,Minhang,Minhang,Minhang,24.0,12.0,8.0,4.0,156
9017,Fenxian,Fenxian,Minhang,Minhang,24.0,12.0,8.0,4.0,157
9018,Minhang,Fenxian,Minhang,Minhang,19.0,8.0,7.0,4.0,158
9019,Minhang,Minhang,Minhang,Minhang,16.0,10.0,4.0,2.0,159
9020,Minhang,Minhang,Minhang,Minhang,24.0,12.0,8.0,4.0,160
9021,Fenxian,Fenxian,Fenxian,Minhang,23.0,12.0,8.0,4.0,161
9022,Minhang,Minhang,Minhang,Minhang,24.0,12.0,8.0,4.0,162
9023,Minhang,Minhang,Minhang,Minhang,24.0,12.0,8.0,4.0,163
9024,Minhang,Minhang,Minhang,Minhang,24.0,12.0,8.0,4.0,164
9025,Minhang,Minhang,Minhang,Minhang,24.0,12.0,8.0,4.0,165
9026,Minhang,Minhang,Minhang,Minhang,13.0,8.0,3.0,2.0,166
9027,Minhang,Minhang,Minhang,Minhang,12.0,3.0,5.0,3.0,167
9028,Minhang,Minhang,Minhang,Minhang,24.0,12.0,8.0,4.0,168
9029,Minhang,Minhang,Minhang,Minhang,24.0,12.0,8.0,4.0,169
9030,Minhang,Minhang,Minhang,Minhang,23.0,12.0,8.0,4.0,170
9031,Minhang,Minhang,Minhang,Minhang,19.0,9.0,6.0,3.0,171
9032,Minhang,Minhang,Minhang,Minhang,17.0,9.0,4.0,3.0,172
9033,Minhang,Minhang,Minhang,Minhang,23.0,12.0,8.0,4.0,173
9034,Fenxian,Fenxian,Minhang,Minhang,24.0,12.0,8.0,4.0,174
9035,Minhang,Minhang,Minhang,Minhang,24.0,12.0,8.0,4.0,175
9036,Minhang,Minhang,Minhang,Minhang,24.0,12.0,8.0,4.0,176
9037,Jinshan,Jinshan,Jinshan,Jinshan,24.0,12.0,8.0,4.0,177
9038,Minhang,Minhang,Minhang,Minhang,24.0,12.0,8.0,4.0,178
9039,Minhang,Minhang,Minhang,Minhang,23.0,12.0,8.0,4.0,179
9040,Minhang,Minhang,Minhang,Minhang,24.0,12.0,8.0,4.0,180
9042,Minhang,Minhang,Minhang,Minhang,24.0,12.0,8.0,4.0,181
9044,Minhang,Minhang,Minhang,Minhang,23.0,12.0,8.0,4.0,182
9045,Fenxian,Fenxian,Minhang,Minhang,24.0,12.0,8.0,4.0,183
9047,Minhang,Minhang,Minhang,Minhang,24.0,12.0,8.0,4.0,184
9049,Minhang,Minhang,Minhang,Minhang,19.0,10.0,6.0,3.0,185
9050,Minhang,Minhang,Minhang,Minhang,24.0,12.0,8.0,4.0,186
9051,Minhang,Minhang,Minhang,Minhang,24.0,12.0,8.0,4.0,187
9052,Minhang,Minhang,Minhang,Minhang,23.0,12.0,8.0,4.0,188
9053,Minhang,Minhang,Minhang,Minhang,24.0,12.0,8.0,4.0,189
9054,Fenxian,Fenxian,Minhang,Minhang,24.0,12.0,8.0,4.0,190
9055,Minhang,Minhang,Minhang,Minhang,24.0,12.0,8.0,4.0,191
9056,Minhang,Minhang,Minhang,Minhang,4.0,0.0,2.0,1.0,192
9057,Minhang,Minhang,Minhang,Minhang,11.0,6.0,3.0,2.0,193
9058,Minhang,Minhang,Minhang,Minhang,24.0,12.0,8.0,4.0,194
9059,Minhang,Minhang,Minhang,Minhang,24.0,12.0,8.0,4.0,195
9060,Minhang,Minhang,Minhang,Minhang,24.0,12.0,8.0,4.0,196
10002,Pudong New,Pudong New,Shanghai Proper,Shanghai Proper,23.0,12.0,7.0,4.0,197
10003,Shanghai Proper,Baoshan,Shanghai Proper,Shanghai Proper,22.0,11.0,7.0,4.0,198
10004,Shanghai Proper,Shanghai Proper,Pudong New,Pudong New,23.0,12.0,8.0,4.0,199
10005,Shanghai Proper,Shanghai Proper,Shanghai Proper,Shanghai Proper,23.0,12.0,8.0,4.0,200
10006,Minhang,Minhang,Minhang,Minhang,24.0,12.0,8.0,4.0,201
10008,Shanghai Proper,Shanghai Proper,Shanghai Proper,Shanghai Proper,22.0,11.0,7.0,4.0,202
10010,Baoshan,Baoshan,Baoshan,Shanghai Proper,24.0,12.0,8.0,4.0,203
10011,Pudong New,Pudong New,Pudong New,Pudong New,23.0,12.0,8.0,4.0,204
10012,Baoshan,Baoshan,Baoshan,Baoshan,24.0,12.0,8.0,4.0,205
10016,Baoshan,Baoshan,Shanghai Proper,Baoshan,23.0,12.0,8.0,4.0,206
10019,Shanghai Proper,Shanghai Proper,Shanghai Proper,Shanghai Proper,23.0,12.0,8.0,4.0,207
10020,Minhang,Minhang,Minhang,Minhang,23.0,12.0,8.0,4.0,208
10021,Shanghai Proper,Baoshan,Shanghai Proper,Shanghai Proper,23.0,12.0,8.0,4.0,209
10022,Shanghai Proper,Baoshan,Shanghai Proper,Shanghai Proper,24.0,12.0,8.0,4.0,210
10024,Minhang,Minhang,Shanghai Proper,Minhang,24.0,12.0,8.0,4.0,211
10026,Shanghai Proper,Shanghai Proper,Shanghai Proper,Shanghai Proper,24.0,12.0,8.0,4.0,212
10029,Pudong New,Pudong New,Pudong New,Pudong New,23.0,12.0,8.0,4.0,213
10030,Baoshan,Baoshan,Shanghai Proper,Shanghai Proper,20.0,10.0,7.0,3.0,214
10032,Baoshan,Baoshan,Baoshan,Baoshan,24.0,12.0,8.0,4.0,215
10035,Minhang,Minhang,Minhang,Minhang,23.0,12.0,8.0,4.0,216
10036,Pudong New,Pudong New,Shanghai Proper,Pudong New,20.0,9.0,8.0,3.0,217
10037,Baoshan,Baoshan,Shanghai Proper,Shanghai Proper,23.0,12.0,8.0,4.0,218
10038,Shanghai Proper,Shanghai Proper,Shanghai Proper,Shanghai Proper,22.0,11.0,7.0,4.0,219
10039,Minhang,Minhang,Minhang,Minhang,22.0,11.0,7.0,4.0,220
10040,Songjiang,Songjiang,Minhang,Minhang,22.0,11.0,8.0,4.0,221
10041,Shanghai Proper,Baoshan,Shanghai Proper,Shanghai Proper,24.0,12.0,8.0,4.0,222
10042,Pudong New,Pudong New,Pudong New,Pudong New,23.0,12.0,7.0,4.0,223
10043,Minhang,Minhang,Minhang,Minhang,24.0,12.0,8.0,4.0,224
10044,Fenxian,Fenxian,Fenxian,Minhang,24.0,12.0,8.0,4.0,225
10046,Shanghai Proper,Shanghai Proper,Shanghai Proper,Shanghai Proper,23.0,12.0,8.0,4.0,226
10048,Jiading,Jiading,Jiading,Jiading,23.0,12.0,8.0,4.0,227
10050,Minhang,Minhang,Minhang,Minhang,24.0,12.0,8.0,4.0,228
10051,Baoshan,Baoshan,Baoshan,Baoshan,24.0,12.0,8.0,4.0,229
10054,Pudong New,Shanghai Proper,Pudong New,Pudong New,18.0,9.0,6.0,3.0,230
10056,Pudong New,Pudong New,Pudong New,Pudong New,18.0,11.0,5.0,3.0,231
10057,Jinshan,Jinshan,Shanghai Proper,Shanghai Proper,23.0,12.0,8.0,4.0,232
10058,Baoshan,Baoshan,Shanghai Proper,Baoshan,23.0,11.0,8.0,4.0,233
10061,Shanghai Proper,Shanghai Proper,Shanghai Proper,Baoshan,22.0,11.0,7.0,4.0,234
10062,Baoshan,Baoshan,Shanghai Proper,Baoshan,24.0,12.0,8.0,4.0,235
10063,Shanghai Proper,Shanghai Proper,Shanghai Proper,Shanghai Proper,24.0,12.0,8.0,4.0,236
10064,Minhang,Minhang,Shanghai Proper,Shanghai Proper,24.0,12.0,8.0,4.0,237
10071,Baoshan,Baoshan,Shanghai Proper,Baoshan,24.0,12.0,8.0,4.0,238
10072,Jiading,Jiading,Jiading,Jiading,22.0,12.0,7.0,4.0,239
10073,Shanghai Proper,Shanghai Proper,Shanghai Proper,Shanghai Proper,23.0,12.0,8.0,4.0,240
10076,Pudong New,Pudong New,Shanghai Proper,Pudong New,24.0,12.0,8.0,4.0,241
10078,Shanghai Proper,Shanghai Proper,Shanghai Proper,Shanghai Proper,23.0,12.0,8.0,4.0,242
10080,Shanghai Proper,Shanghai Proper,Pudong New,Pudong New,23.0,12.0,7.0,4.0,243
10082,Shanghai Proper,Pudong New,Shanghai Proper,Shanghai Proper,21.0,11.0,6.0,4.0,244
10083,Jiading,Jiading,Jiading,Jiading,24.0,12.0,8.0,4.0,245
10085,Minhang,Minhang,Minhang,Shanghai Proper,10.0,6.0,2.0,2.0,246
10086,Pudong New,Pudong New,Shanghai Proper,Shanghai Proper,22.0,11.0,7.0,4.0,247
10089,Baoshan,Baoshan,Minhang,Baoshan,23.0,12.0,8.0,4.0,248
10091,Pudong New,Fenxian,Pudong New,Pudong New,24.0,12.0,8.0,4.0,249
10092,Baoshan,Baoshan,Pudong New,Pudong New,20.0,12.0,5.0,3.0,250
10095,Shanghai Proper,Baoshan,Shanghai Proper,Shanghai Proper,23.0,12.0,7.0,4.0,251
10096,Fenxian,Fenxian,Fenxian,Fenxian,23.0,12.0,8.0,4.0,252
10097,Pudong New,Pudong New,Pudong New,Pudong New,24.0,12.0,8.0,4.0,253
10099,Pudong New,Pudong New,Pudong New,Pudong New,18.0,8.0,7.0,3.0,254
10100,Shanghai Proper,Shanghai Proper,Shanghai Proper,Minhang,23.0,12.0,8.0,4.0,255
10101,Shanghai Proper,Shanghai Proper,Shanghai Proper,Shanghai Proper,23.0,12.0,8.0,4.0,256
10102,Minhang,Minhang,Shanghai Proper,Shanghai Proper,24.0,12.0,8.0,4.0,257
10104,Shanghai Proper,Baoshan,Shanghai Proper,Shanghai Proper,21.0,11.0,6.0,4.0,258
10105,Fenxian,Fenxian,Fenxian,Fenxian,24.0,12.0,8.0,4.0,259
10107,Shanghai Proper,Shanghai Proper,Shanghai Proper,Shanghai Proper,24.0,12.0,8.0,4.0,260
10109,Minhang,Minhang,Minhang,Minhang,24.0,12.0,8.0,4.0,261
10112,Pudong New,Pudong New,Pudong New,Pudong New,24.0,12.0,8.0,4.0,262
10115,Baoshan,Baoshan,Jiading,Baoshan,24.0,12.0,8.0,4.0,263
10118,Shanghai Proper,Shanghai Proper,Shanghai Proper,Shanghai Proper,24.0,12.0,8.0,4.0,264
10120,Shanghai Proper,Shanghai Proper,Shanghai Proper,Shanghai Proper,22.0,11.0,7.0,4.0,265
10121,Pudong New,Pudong New,Pudong New,Pudong New,23.0,12.0,8.0,4.0,266
10122,Shanghai Proper,Shanghai Proper,Shanghai Proper,Shanghai Proper,24.0,12.0,8.0,4.0,267
10128,Minhang,Minhang,Minhang,Minhang,23.0,12.0,8.0,4.0,268
10129,Jinshan,Jinshan,Jinshan,Jinshan,24.0,12.0,8.0,4.0,269
10130,Minhang,Minhang,Minhang,Shanghai Proper,24.0,12.0,8.0,4.0,270
10132,Baoshan,Baoshan,Shanghai Proper,Baoshan,23.0,12.0,8.0,4.0,271
10133,Shanghai Proper,Shanghai Proper,Shanghai Proper,Shanghai Proper,24.0,12.0,8.0,4.0,272
10134,Shanghai Proper,Shanghai Proper,Shanghai Proper,Shanghai Proper,23.0,12.0,8.0,4.0,273
10136,Baoshan,Baoshan,Shanghai Proper,Baoshan,22.0,12.0,7.0,4.0,274
10139,Shanghai Proper,Shanghai Proper,Shanghai Proper,Shanghai Proper,22.0,11.0,7.0,3.0,275
10141,Baoshan,Baoshan,Shanghai Proper,Shanghai Proper,23.0,12.0,7.0,4.0,276
10144,Pudong New,Pudong New,Shanghai Proper,Pudong New,24.0,12.0,8.0,4.0,277
10145,Fenxian,Fenxian,Minhang,Fenxian,24.0,12.0,8.0,4.0,278
10148,Shanghai Proper,Baoshan,Shanghai Proper,Shanghai Proper,24.0,12.0,8.0,4.0,279
10149,Baoshan,Baoshan,Pudong New,Minhang,17.0,10.0,4.0,3.0,280
10151,Shanghai Proper,Pudong New,Shanghai Proper,Pudong New,23.0,12.0,8.0,4.0,281
10153,Shanghai Proper,Baoshan,Shanghai Proper,Shanghai Proper,24.0,12.0,8.0,4.0,282
10155,Fenxian,Fenxian,Fenxian,Fenxian,21.0,11.0,7.0,4.0,283
10157,Shanghai Proper,Shanghai Proper,Shanghai Proper,Shanghai Proper,24.0,12.0,8.0,4.0,284
10158,Baoshan,Baoshan,Baoshan,Shanghai Proper,24.0,12.0,8.0,4.0,285
10159,Shanghai Proper,Shanghai Proper,Shanghai Proper,Shanghai Proper,23.0,12.0,8.0,4.0,286
10162,Songjiang,Songjiang,Songjiang,Songjiang,23.0,12.0,7.0,4.0,287
10166,Pudong New,Pudong New,Shanghai Proper,Pudong New,24.0,12.0,8.0,4.0,288
10170,Baoshan,Baoshan,Shanghai Proper,Baoshan,22.0,11.0,7.0,4.0,289
10172,Shanghai Proper,Baoshan,Shanghai Proper,Shanghai Proper,21.0,10.0,7.0,4.0,290
10175,Shanghai Proper,Shanghai Proper,Shanghai Proper,Shanghai Proper,22.0,12.0,7.0,4.0,291
